,Nickname,Review,Hashtag
1502,kgm868686, 2020.05.11. 점심시간 컴포즈 완전 자주간당ㅋ 먼가 산책하기 괜찮은 거리에 야외 벤치에서 마시니 코스가 괜찮다 우리가 자주 팔아줌 ㅋㅋ 같은 사진 같으나 메뉴가 다름ㅋ,"컴포즈,점심시간,각자취향,커피스타그램,직장인스타그램,일상,소통,좋아요,굿"
1503,o_ourcafe,,"석사동카페,카페너니"
1504,time2drink_coffee, 차한잔,"세종시카페,조치원카페,카페오늘,ohnl,얼그레이,레이디그레이"
1505,kgm868686, 2017.3.28. 잘먹고 잘놀다가 눈이 맛이감 ㅋ,"아부지생신,케익불고,치맥,치소,먹스타그램,술스타그램,과일안주"
1506,kgm868686, 2020.04.07. ㅎㅎ 종류별로 먹어보려고 이번에는 블루베리요거트버블을 마셔봤다 ㅎㅎ 요것도 맛있었는데 펄이랑 블루베리가 섞여서 먹기가 좀 ㅋㅋㅋ 이제는 다시 달고나버블라떼 먹을래 @tenpercent.coffee,"텐퍼센트,부산시청점,블루베리요거트버블,달고나버블라떼,점심시간,카페스타그램,직장인스타그램,맛나요,일상,소통,좋아요,굿"
1507,comoosoo, 행주산성맛집 농가 여긴 한번 가면 단골이 되는 곳 오리백숙 토종오리라서 그런지 쫄깃담백 몸보신 제대로 하고왔다 몸에 좋은 능이버섯과 부추도 듬뿍 . . .,"맛집투어,행주산성맛집,오리백숙,오리백숙맛집,백숙,농가,행주산성,몸보신,능이백숙,능이백숙맛집,일산회식,일산모임장소,덕양구맛집,일산맛집,맛스타그램,먹스타그램,맛집그램,선팔,맞팔,소통,인스타푸드,일상,followforfollowback,daily"
1508,comet.way, ㅡ 아메리카노랑 아인슈페너 둘다 산미가 강한 편이었고 말차테린느가 진짜 짱맛 ㅡ,"레코즈커피,rekozcoffee,합정카페,합정동카페,망원카페,마포구카페,합정역카페,서울카페,일상,기록,카페투어,카페,커피,디저트,말차테린느,디저트카페,카페스타그램,커피스타그램,cafetour,cafestagram,seoulcafe,koreacafe,seoul"
1509,comoosoo," 오늘회에서 주문한 삼치회,손질홍새우,통오징어 오후 3시까지만 주문하면 그 날 저녁 7시까지 받아볼 수 있는 칼배송이 넘 맘에 든다 완전 꼼꼼하게 포장되어오는 오늘회 완도 삼치회는 입에서 살살 녹는게 정말....꿀맛....엄청 싱싱하다!!! 손질홍새우는 손질이 다 되어있어 요리해먹기 넘나 편한 것  라면에도 넣어먹고 버터에 볶아먹기 스팀베이크 통오징어는 캠핑갈때 챙겨가서 꾸워먹었다 오늘회에서 첫 주문인데 배송도 맛도 완전 만족!!!!! . . 구입 @onul_hoi . .","오늘회,회,회배달,당일배송,삼치회,손질홍새우,홍새우,새우,스팀베이크통오징어,오징어,회맛집,맛집,회택배,완도삼치회,해산물,푸드스타그램,맛스타그램,먹스타그램,야식,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
1510,kgm868686, 2018.5.22.,"부산대,이층집,가정식,차슈덮밥,차돌된장찌개,먹스타그램"
1511,cafe_onni,,"단양카페,단양카페풍차,카페풍차,단양구경시장,일리커피,카페스타그램,카페투어,onni_단양"
1512,o_ourcafe,,"더스테이힐링파크,나인블럭"
1513,time2drink_coffee, 자몽에 레몬까지 쌍큼,"세종시카페,조치원카페,고복저수지,고복저수지카페,잇트로스터즈,에브리선데이,eatroasters,everysunday"
1514,spot.coffee_h, - 친구들과 도란도란 이야기 하기좋은 곳 길가다 보이는 꽃다발 사구서 내내 웃으며 도착한 곳 도심에 있지만 분위기가 좋았던,"카페추천,인천카페,그리니쉬,그리니쉬커피"
1515,o_ourcafe, - 나무의 그림자도 딱,테라로사
1516,cafe_onni,,"단양카페,삼봉이네카페,삼봉이네,카페스타그램,치즈봉봉,카페투어,onni_단양"
1517,kgm868686, 2019.02.14.,"잼라이브,스크래치,중독,어제오늘아침,당첨,초코송이,페레로로쉐,재밌다,잼언니,의상,대박임ㅋㅋㅋ,제작진,협박ㅋㅋ"
1518,cafe.touring," 미세먼지씨 사라져 주세요,,",
1519,kgm868686, 2018.3.27.,"염력,심은경,류승룡,이제봤당,웃기기도하고,슬프기도하고,그냥저냥보기,아쉽당,무비스타그램"
1520,dolphinman9un, ilikemountainNEWWAVE / 즐거운 팝업 입니다!!!  게이샤로 찬크피 시원하니 두잔 아니 세잔 마셔야 합니다!!!,
1521,c.eunae_, 아키라 커피,"은애_카페기록,아키라카페,아키라,아키라커피,차이나타운카페"
1522,o._.ome,"  온다미  아기자기한 카페 따뜻한 느낌의 이름이 마음에 들어서 가본 곳 요즘 가는 곳마다 의도치 않게 다 크로플 맛집,, 이 정도면 크로플 맛집 탐지기 아니냐구 ͡° ͜ʖ ͡° 아기자기한 분위기에 귀여운 테이블보, 하늘하늘한 화이트 쉬폰 커튼, 소품 하나하나가 너무 예뻤던 곳  대부분이 원형 테이블인데 테이블보가 다 다른 디자인이라 골라서 사진 찍는 재미가 있다 크로플 맛은 왜 여기가 유명한지 알게 되는 맛   부산 부산진구 전포대로 264 2층 ⏱ 매일 12:00 - 20:30 /8월은 4,5,12,19,26일 휴무",
1523,comoosoo, 닭강정이 먹고싶을때면 자연스럽게 생각나는 베르네닭강정 저번에 주문해먹고 맛있어서 재주문 저번에도 맛있었는데 이번엔 더 업그레이드 된 느낌 더 맛있어졌잖아ㅠㅠㅠㅠㅠㅠ 매콤달달한 소스에 바삭한 닭강정 맥주를 부르는 맛...... 입안이 매울때면 달콤한 고구마 하나 집어먹으면 꿀맛이다 집에서도 택배로 즐길 수 있어서 좋은 베르네닭강정 핫한이유가 있군 . . 구입 @verne_1989 . .,"베르네닭강정,닭강정,닭강정맛집,치킨,치킨스타그램,야식,야식추천,술스타그램,안주,안주스타그램,닭강정택배,치맥,푸드스타그램,맛스타그램,양념치킨,먹스타그램,맛있다그램,먹스타,먹부림,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily,fff"
1524,dolphinman9un, oldradio,
1525,time2drink_coffee, 나와 같은 이름의 한옥에서 쉬어가는 주말,"청주,한옥카페,고은당,고은별당,구들방"
1526,zzz_m_0," 요긴! 동성로에 있는 하이타이입니다. 태국음식점인데 깔끔하니 맛있어요! 향신료향도 많이안나고 적당했어요 대구맛집추천입니당ㅎㅎ 메뉴는 팟타이, 돼지고기덮밥 입니다",
1527,cafe.touring, 음료 마시다가 자리 옮겨 후다닥 찍었던,
1528,kgm868686, 2019.05.09. 도 썰고 도 이용하고 는 많이 없지만 ㅋ,"친구만남,빕스,서면점,간만에,스테이크,샐러드바,메뉴,배부르게,냠냠ㅋㅋ,먹스타그램,배터짐"
1529,kgm868686, 2017.6.10. 친구랑 오늘 오전엔 청사포 오후에 벡스코 가려고 계획짜서 10시반 청사포 도착 모카사진관에 역시나 줄이 ㅋ 우리도 얼른서서 기다렸당 ㅋ 줄서 있으니 맥심라이트도 증정해주고 ㅋ 11시 오픈 ㅋ 커피도 무료 ㅋ 단 믹스맥심 핫 앤 콜드 두메뉴 ㅋ 인스타에 아까 올려서 컵도 무료 증정 받고 ㅋ 친구랑 잼나게 사진도 찍었당 ㅋ 맥심 멋지네 7월 10일까지라니 그전에 보고 갈 수 있어서 다행 ~~^^,"청사포,모카사진관,맥심라이트,맥심컵,아이스커피,11시오픈,팝업매장,노랑노랑"
1530,cafe_onni,,"충주카페,커피단월,카페단월,단월,충주베이커리,충주베이커리카페,충주여행,충주맛집,충주카페추천,카페투어,카페스타그램,onni_충주"
1531,cafe_onni,,"TERA,카페테라,제천테라,제천카페,카페스타그램,카페투어,의림지카페,onni_제천"
1532,kgm868686, @goodsea_best Made by @Image.Downloader · · · · 우삼겹 특가 홍보 이벤트 - 바른씨 베스트 11 특가 행사를 홍보해주세요~ 활발히 홍보해 주신 분들 중 3분을 추첨하여 우삼겹 500g을 드립니다! 홍보기간 2/28~3/3 인원 총 3명 발표 3/4 홍보방법 -바른씨 @goodsea_best 팔로우 필수! -바른씨 베스트 11 우삼겹 특가 이벤트를 리그램 하거나 -댓글 테그 등으로 활발하게 홍보해주세요! - 특가 행사는 네이버 스마트스토어 바른씨에서 진행됩니다! 2019년 바른씨에 보내주신 사랑 감사합니다~ - -,"Repost,바른씨,우삼겹,베스트,상품,특가,집콕,방콕,쇼핑,간식,택배,혼밥,야식,신선택배,바른씨우삼겹,우삼겹맛집,우삼겹덮밥,우삼겹숙주볶음,우삼겹떡볶이,반찬,식단,아이반찬,맛집,우삼겹짬뽕,집밥,홈쿡,온더테이블,마이홈,일상,퇴근"
1533,comoosoo," 조기요에서 족발 먹방 족발이 탱글탱글한게 맛있다 부담스럽지 않은 가격으로 가성비까지 좋은 조기요 가족외식장소,회식장소로 추천! 평일에는 점심식사도 가능하니 참고 . . .","맛집,소통,발산역맛집,마곡동맛집,조기요,족발,족발맛집,발산맛집,회식장소,발산역회식,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
1534,kony_yyyy, 데일리오아시스,
1535,hh_hhm_, 햇살맛집 . .,"제주도,제주카페,카페,카페브리프,제주좋아,제주도여행,일상,데일리"
1536,yun.sojin,,"도쿄등심압구정,고기스타그램,스테이크맛집,너무맛있어,다음에또가자"
1537,comoosoo, 강변상회 간만에 노량진수산시장! 민어회 먹었는데 완전 두툼한게 식감 짱이였다 서비스로 나온 전어회도 꿀맛 회부터 지리탕까지 진짜 배터지게 먹고왔다 민어회....초장에 푹 찍어먹으면 맛나다 . . .,"맛집,노량진맛집,노량진횟집,횟집,노량진수산시장,노량진수산시장맛집,노량진수산시장횟집,강변상회,전어회,가을전어,민어회,회,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,맛집그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
1538,foodie_mingg, 진주 모루식당 . .,"푸밍_진주,진주맛집,진주카페,진주시내맛집,진주시내,모루식당,진주모루식당,카레,일본식카레,카레맛집,맛스타,맛집,맛스타그램,맛집추천,먹방,먹스타그램,먹방스타그램,먹스타,먹스타맞팔,일상,데일리,맞팔"
1539,dolphinman9un, X ,"kalita,poursteady"
1540,kgm868686, 2019.02.20. ㅋ,"불수,아부지랑,치킨,맥주,소주,쌀통닭,구서점,후라이드,시켰는데,순살로옴,먹긴편했음,치킨은진리,맛있당ㅋ,먹스타그램,술스타그램"
1541,c.eunae_, talkraphy,은애_카페기록
1542,hh_hhm_, 급하게 정해서 왔는데 이렇게 예쁘다고? . . .,"경주,경주여행,경주펜션,예쁜펜션,수영도실컷하고,고기도실컷먹고,존잼탱,또오고싶다,일상,데일리,미리,여름휴가"
1543,trebella_oly,  briller - . . . -  서울 강동구 강동대로51길 50 1층 -,"카페브리에,커피,커피투어,커피그램,커피한잔,커피투어,커피타임,커피맛집,카페,카페투어,카페스타그램,카페탐방,카페그램,카페놀이,카페디저트,서울카페,seoulcafe,cafe,coffee,감성사진,감성카페,성내동카페,강동카페,혼자카페"
1544,kgm868686, 2019.11.05.,"점심시간,텐퍼센트커피,다크,아메리카노,테이크아웃,카페스타그램,좋아요,굿,소통,일상,커피,카페인,충족"
1545,cafe_girok," 터프하지만 향긋한 공장형 카페 zagmachi 넓직한 내부 곳곳에 걸려 있는 식물과 잡지, 그리고 작업하기에 좋은 테이블의 조화 —————————————— where : 서울 성동구 성수이로 88 when : 매일 11:00 - 23:00 what : 페퍼민트(7.0) 캐모마일(7.0) 리치초콜렛케익(7.5)",ㅋㅍㄱㄹ
1546,comoosoo, 안주로 먹은 곱창전골 보글보글 보글보글 . . @munhyun_gobchang . .,"문현동이성희한우곱창,곱창전골,홈파티음식,집들이음식,존맛탱,한우곱창전골,곱창전골맛집,파티음식,술안주,술스타그램,야식,안주,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,맛집그램,선팔,맞팔,선팔맞팔,일상,데일리,food,daily,JMT"
1547,comoosoo, 하랑애에서 주문한 청송사과 도착! 아침마다 하나씩 챙겨먹기 아침사과는 금사과 아삭아삭하고 새콤달콤한게 정말 맛있는 하랑애 청송사과 역시 사과는 청송사과가 최고 . . 구입 @harangae . .,"하랑애,청송사과,사과,금사과,모닝사과,과일,과일맛집,간식,간식추천,간식스타그램,사과맛집,디저트,꿀사과,아침,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily,apple"
